Date,Open,High,Low,Close,Adj Close,Volume
23-Sep-15,33.490002,34.34,33.259998,34.16,34.16,5405500
24-Sep-15,34,34.07,33.380001,33.91,33.91,6544500
25-Sep-15,34.599998,34.689999,33.5,33.77,33.77,6566800
28-Sep-15,33.68,33.68,32.154999,32.25,32.25,7407300
29-Sep-15,32.27,32.669998,30.299999,30.629999,30.629999,12008100
30-Sep-15,31.200001,31.280001,30.639999,31.040001,31.040001,13672000
01-Oct-15,30.82,31.587,30.75,31.48,31.48,9657000
02-Oct-15,30.82,32.860001,30.75,32.830002,32.830002,7609800
05-Oct-15,32.950001,33.02,32.380001,32.669998,32.669998,6119100
06-Oct-15,32.91,32.91,31.780001,31.860001,31.860001,7409800
07-Oct-15,32.310001,32.471001,31.52,32.380001,32.380001,6969600
08-Oct-15,32.439999,32.450001,31.09,31.67,31.67,9281500
09-Oct-15,31.690001,32.450001,31.41,32.060001,32.060001,5911400
12-Oct-15,32.189999,32.669998,32.099998,32.630001,32.630001,3915500
13-Oct-15,32.599998,33.48,32.34,33.220001,33.220001,8787700
14-Oct-15,33.400002,34.459999,33.400002,34.049999,34.049999,8198300
15-Oct-15,34.450001,34.720001,34.16,34.619999,34.619999,9103200
16-Oct-15,34.75,35.049999,33.950001,34.290001,34.290001,5390700
19-Oct-15,34.43,34.904999,33.790001,34.84,34.84,5855700
20-Oct-15,34.799999,34.990002,34.59,34.869999,34.869999,6084200
21-Oct-15,34.75,34.799999,32.880001,33.830002,33.830002,9054500
22-Oct-15,34.43,35.25,34.259998,34.790001,34.790001,8735500
23-Oct-15,35.73,35.75,34.799999,34.990002,34.990002,8909100
26-Oct-15,36.049999,36.59,35.514999,36.439999,36.439999,11554600
27-Oct-15,36.389999,36.394001,35.310001,35.939999,35.939999,8502400
28-Oct-15,36.209999,36.650002,35.810001,36.52,36.52,11634300
29-Oct-15,34.73,36.5,34.5,35.91,35.91,25137300
30-Oct-15,35.639999,36.490002,35.240002,36.009998,36.009998,13409200
02-Nov-15,35.580002,37.41,35.450001,36.990002,36.990002,11254900
03-Nov-15,37.049999,38.439999,37,37.900002,37.900002,12025200
04-Nov-15,38.450001,38.52,37.330002,37.599998,37.599998,12226800
05-Nov-15,37.82,37.98,36.66,36.709999,36.709999,9068900
06-Nov-15,36.59,36.700001,35.799999,36.240002,36.240002,10256800
09-Nov-15,36.099998,36.740002,35.650002,36.599998,36.599998,11571500
10-Nov-15,36.580002,37.200001,36.5,37,37,36384400
11-Nov-15,37.189999,37.32,35.75,36.330002,36.330002,12762500
12-Nov-15,35.945,36.049999,34.830002,35.57,35.57,11835900
13-Nov-15,35.18,35.5,34.5,34.529999,34.529999,7364400
16-Nov-15,34.549999,35.66,34.529999,35.610001,35.610001,6734500
17-Nov-15,35.889999,36.450001,35.709999,36.209999,36.209999,7344900
18-Nov-15,36.32,36.950001,35.785,36.220001,36.220001,8323100
19-Nov-15,36.450001,36.5,35.91,36.189999,36.189999,5041300
20-Nov-15,36.450001,36.450001,35.919998,36.360001,36.360001,4543400
23-Nov-15,36.5,36.650002,35.41,35.560001,35.560001,6961000
24-Nov-15,35.25,35.299999,34.880001,35.119999,35.119999,8390100
25-Nov-15,35.200001,35.860001,35.130001,35.360001,35.360001,3881800
27-Nov-15,35.52,35.700001,35.060001,35.18,35.18,2549400
30-Nov-15,35.360001,35.439999,34.689999,35.259998,35.259998,9357300
01-Dec-15,35.41,35.41,33.849998,35.169998,35.169998,14893900
02-Dec-15,35.23,36.169998,34.93,35.150002,35.150002,5762400
03-Dec-15,35.200001,35.23,33.849998,34.23,34.23,7311900
04-Dec-15,34.380001,35.82,34.220001,35.619999,35.619999,10664300
07-Dec-15,35.709999,35.799999,34.849998,35.16,35.16,4918000
08-Dec-15,34.630001,35.700001,34.52,35.599998,35.599998,7420800
09-Dec-15,35.389999,35.599998,34.830002,35.07,35.07,7381700
10-Dec-15,35.16,35.91,35.16,35.490002,35.490002,6949700
11-Dec-15,35.150002,35.326,34.419998,34.689999,34.689999,8309200
14-Dec-15,34.610001,35.223,34.330002,35.009998,35.009998,5784400
15-Dec-15,35.189999,36.509998,35.18,36.32,36.32,11709900
16-Dec-15,36.119999,36.25,35.189999,35.98,35.98,7076300
17-Dec-15,36,36.580002,35.509998,35.540001,35.540001,6454100
18-Dec-15,35.349998,35.759998,34.73,34.98,34.98,13745900
21-Dec-15,35.209999,36.150002,35.110001,36.080002,36.080002,5856000
22-Dec-15,36.119999,36.889999,35.779999,36.805,36.805,6030900
23-Dec-15,36.790001,37.68,36.77,37.110001,37.110001,7579500
24-Dec-15,37.009998,37.23,36.82,37.07,37.07,2133400
28-Dec-15,36.700001,37,36.25,36.610001,36.610001,4930100
29-Dec-15,36.919998,37.450001,36.75,37.080002,37.080002,3436600
30-Dec-15,37.07,37.25,36.459999,36.48,36.48,4106700
31-Dec-15,36.299999,36.5,36.050999,36.200001,36.200001,4481900
04-Jan-16,35.130001,35.560001,34.279999,34.75,34.75,12287700
05-Jan-16,34.98,34.98,33.860001,34.310001,34.310001,11227700
06-Jan-16,33.700001,34.009998,33.209999,33.98,33.98,8441300
07-Jan-16,33.150002,34.160999,33.02,33.130001,33.130001,11041100
08-Jan-16,33.459999,33.880001,32.630001,32.689999,32.689999,7848800
11-Jan-16,33.02,33.43,32.470001,33.040001,33.040001,8937400
12-Jan-16,33.349998,33.57,32.66,33.080002,33.080002,7854000
13-Jan-16,33.279999,33.57,31.969999,32.119999,32.119999,8069400
14-Jan-16,32.150002,33.040001,31.705,32.869999,32.869999,7749500
15-Jan-16,31.620001,32.540001,31.620001,32.310001,32.310001,12174400
19-Jan-16,32.759998,33.18,31.93,32.200001,32.200001,6674700
20-Jan-16,31.43,31.700001,30.52,31.200001,31.200001,13170600
21-Jan-16,31.610001,31.74,30.9,31.200001,31.200001,9978900
22-Jan-16,31.65,31.969999,31.540001,31.690001,31.690001,9444000
25-Jan-16,31.98,31.98,31.35,31.469999,31.469999,7591800
26-Jan-16,31.49,31.98,31.389999,31.969999,31.969999,8617000
27-Jan-16,31.959999,32.630001,31.379999,31.59,31.59,12711700
28-Jan-16,33.630001,34.75,33.349998,34.240002,34.240002,20378600
29-Jan-16,34.490002,36.259998,34.360001,36.139999,36.139999,21201100
01-Feb-16,35.650002,37.32,35.59,37.080002,37.080002,17356000
02-Feb-16,36.529999,37.77,36.439999,36.830002,36.830002,17310600
03-Feb-16,36.869999,37.549999,36.07,37.009998,37.009998,14543100
04-Feb-16,36.66,37.285,36.540001,37.169998,37.169998,10212300
05-Feb-16,37.16,37.16,34.82,35.07,35.07,16245800
08-Feb-16,34,34.290001,31.98,33.610001,33.610001,20629000
09-Feb-16,32.799999,33.858002,31.639999,32.700001,32.700001,16439200
10-Feb-16,33.619999,33.939999,32.82,32.900002,32.900002,8636500
11-Feb-16,32.119999,33.639999,32.009998,33.52,33.52,13170100
12-Feb-16,33.970001,34.439999,33.810001,34.299999,34.299999,9437100
16-Feb-16,34.650002,35.52,34.48,35.459999,35.459999,9152400
17-Feb-16,35.98,36.91,35.810001,36.360001,36.360001,12070600
18-Feb-16,36.41,36.529999,35.66,36.310001,36.310001,9022100
19-Feb-16,36,36.235001,35.610001,35.759998,35.759998,9652800
22-Feb-16,36.450001,36.5,35.82,36,36,10476200
23-Feb-16,35.720001,35.935001,35.02,35.48,35.48,8415200
24-Feb-16,35.220001,36.75,34.860001,36.470001,36.470001,8090600
25-Feb-16,36.669998,36.830002,36.18,36.740002,36.740002,5209500
26-Feb-16,36.73,37.535,36.369999,37.490002,37.490002,8595000
29-Feb-16,37.470001,38.93,37.450001,38.139999,38.139999,23939900
01-Mar-16,38.52,39.544998,38.02,39.25,39.25,14085300
02-Mar-16,39.200001,39.93,38.700001,39.16,39.16,12895900
03-Mar-16,38.959999,39.240002,38.629002,39.02,39.02,7656900
04-Mar-16,38.77,39.700001,38.755001,39.040001,39.040001,7200100
07-Mar-16,38.779999,39.400002,38.720001,38.98,38.98,5327200
08-Mar-16,38.689999,38.880001,38.110001,38.16,38.16,6012700
09-Mar-16,38.48,38.619999,37.82,38.57,38.57,4990500
10-Mar-16,38.66,39.299999,37.48,38.490002,38.490002,7655700
11-Mar-16,39,39.529999,38.849998,39.490002,39.490002,9539500
14-Mar-16,39.400002,39.799999,39.040001,39.380001,39.380001,5299700
15-Mar-16,39.049999,39.639999,39.049999,39.27,39.27,5013900
16-Mar-16,39.09,39.889999,38.57,39.84,39.84,6363500
17-Mar-16,39.849998,40.119999,39.169998,39.93,39.93,9789600
18-Mar-16,39.860001,39.860001,38.689999,39.41,39.41,15132400
21-Mar-16,39.41,41.169998,39.200001,41.139999,41.139999,13432400
22-Mar-16,40.669998,41.75,40.630001,41.32,41.32,10552300
23-Mar-16,41.060001,41.310001,40.040001,40.52,40.52,8104700
24-Mar-16,39.400002,39.509998,37,38.919998,38.919998,15040600
28-Mar-16,38.810001,39.169998,38.619999,38.740002,38.740002,6192900
29-Mar-16,38.740002,39.715,38.299999,39.529999,39.529999,5694000
30-Mar-16,39.939999,40.040001,38.994999,39.040001,39.040001,5246800
31-Mar-16,38.740002,39,38.43,38.599998,38.599998,8087000
01-Apr-16,38.509998,39.459999,38.400002,39.400002,39.400002,6982000
04-Apr-16,39.360001,39.380001,38.41,38.790001,38.790001,5381300
05-Apr-16,38.349998,38.810001,37.700001,38.549999,38.549999,5364800
06-Apr-16,38.450001,39.185001,38.25,39.16,39.16,5526200
07-Apr-16,38.849998,38.939999,38.119999,38.279999,38.279999,7294500
08-Apr-16,38.610001,38.699001,38.099998,38.41,38.41,7822300
11-Apr-16,38.330002,38.82,38.029999,38.060001,38.060001,5428900
12-Apr-16,38.32,38.32,37.34,37.799999,37.799999,7677100
13-Apr-16,38.25,39.119999,38.189999,38.790001,38.790001,7082400
14-Apr-16,38.939999,39.02,38.415001,38.639999,38.639999,4590200
15-Apr-16,38.689999,38.950001,38.290001,38.580002,38.580002,5239600
18-Apr-16,38.560001,39.689999,38.43,39.639999,39.639999,6433000
19-Apr-16,39.75,40.07,38.974998,39.240002,39.240002,5915800
20-Apr-16,39.240002,40.240002,39.169998,40.080002,40.080002,7723500
21-Apr-16,40.200001,40.549999,40.014,40.099998,40.099998,5539400
22-Apr-16,39.720001,40.634998,39.68,40.310001,40.310001,6433900
25-Apr-16,40.27,40.84,39.540001,39.82,39.82,7934200
26-Apr-16,39.57,40.130001,39.330002,39.73,39.73,5271200
27-Apr-16,39.68,40.18,39.200001,40.009998,40.009998,12727600
28-Apr-16,41,41.490002,39.91,40.07,40.07,17800000
29-Apr-16,39.709999,39.869999,38.59,39.18,39.18,10001400
02-May-16,39.07,39.27,38.73,39.02,39.02,6777500
03-May-16,38.630001,38.970001,38.139999,38.360001,38.360001,9146600
04-May-16,38.07,38.459999,37.869999,38.310001,38.310001,8121600
05-May-16,38.380001,39.118999,38.32,38.950001,38.950001,7127200
06-May-16,38.709999,39.700001,38.610001,39.48,39.48,6566900
09-May-16,39.419998,40.18,39.330002,39.619999,39.619999,5861000
10-May-16,39.619999,40.150002,39.240002,40.110001,40.110001,6588700
11-May-16,39.57,40.313999,39.57,39.709999,39.709999,5995500
12-May-16,39.849998,40,39.169998,39.509998,39.509998,6323100
13-May-16,39.540001,39.799999,39.310001,39.48,39.48,5885900
16-May-16,39.360001,39.529999,39.130001,39.299999,39.299999,10316000
17-May-16,39.099998,39.66,38.75,39.064999,39.064999,10746100
18-May-16,39.18,39.360001,38.5,38.98,38.98,10393500
19-May-16,38.810001,38.880001,37.310001,37.650002,37.650002,17041300
20-May-16,37.790001,37.950001,37.490002,37.529999,37.529999,12496600
23-May-16,37.68,38.23,37.389999,38.07,38.07,9083800
24-May-16,38.279999,39.005001,38.279999,38.919998,38.919998,7555200
25-May-16,38.869999,39.060001,38.509998,38.759998,38.759998,6538900
26-May-16,38.709999,38.740002,38,38.07,38.07,5894700
27-May-16,38,38.345001,37.919998,38.09,38.09,5863600
31-May-16,37.959999,38.029999,37.5,37.790001,37.790001,12231400
01-Jun-16,37.810001,38.479,37.709999,38.310001,38.310001,5458500
02-Jun-16,38.419998,38.685001,38.32,38.560001,38.560001,4658600
03-Jun-16,38.439999,38.59,37.813,38.330002,38.330002,4986000
06-Jun-16,38.470001,38.490002,37.98,38.099998,38.099998,5065900
07-Jun-16,38.07,38.48,37.52,37.57,37.57,6324400
08-Jun-16,37.529999,37.700001,37.060001,37.549999,37.549999,8666600
09-Jun-16,37.48,37.57,37.110001,37.130001,37.130001,10206700
10-Jun-16,36.830002,37.049999,36.619999,36.77,36.77,7741400
13-Jun-16,36.5,37.110001,36.494999,36.540001,36.540001,8216000
14-Jun-16,36.369999,37.275002,36.25,37.16,37.16,10281900
15-Jun-16,37.16,37.220001,36.785,36.84,36.84,7092000
16-Jun-16,36.619999,37.040001,36.349998,36.970001,36.970001,6106000
17-Jun-16,37.029999,37.18,36.630001,36.970001,36.970001,7947100
20-Jun-16,37.279999,37.759998,36.82,36.860001,36.860001,7789600
21-Jun-16,36.799999,36.799999,35.950001,36.16,36.16,12816100
22-Jun-16,36.279999,36.493,35.779999,36,36,9292400
23-Jun-16,36.27,36.665001,36.049999,36.66,36.66,4808700
24-Jun-16,35,35.724998,34.610001,35.080002,35.080002,17647200
27-Jun-16,34.740002,34.759998,34,34.200001,34.200001,11195800
28-Jun-16,34.459999,35.25,34.23,35.240002,35.240002,12408200
29-Jun-16,35.689999,35.904999,35.290001,35.77,35.77,9520400
30-Jun-16,35.810001,36.529999,35.59,36.509998,36.509998,9153000
01-Jul-16,36.599998,36.669998,36.25,36.349998,36.349998,7260400
05-Jul-16,36.299999,36.360001,35.869999,36.119999,36.119999,5321100
06-Jul-16,35.939999,36.169998,35.715,35.93,35.93,7821300
07-Jul-16,35.919998,36.389999,35.84,36.32,36.32,7326700
08-Jul-16,36.779999,37.459999,36.66,37.360001,37.360001,6828600
11-Jul-16,37.450001,38.330002,37.400002,38.150002,38.150002,10096200
12-Jul-16,38.470001,38.91,38.240002,38.790001,38.790001,9997200
13-Jul-16,38.84,39.990002,38.830002,39.279999,39.279999,12458500
14-Jul-16,39.689999,40.07,39.400002,39.959999,39.959999,9683500
15-Jul-16,40.02,40.07,38.98,39.09,39.09,8140600
18-Jul-16,39.130001,39.220001,38.73,38.919998,38.919998,7877400
19-Jul-16,38.970001,39.465,38.830002,39.369999,39.369999,8120100
20-Jul-16,39.439999,40.450001,39.119999,40.049999,40.049999,11189100
21-Jul-16,40.330002,40.330002,39.650002,40.130001,40.130001,13363300
22-Jul-16,37.299999,37.59,36.43,37.419998,37.419998,36397300
25-Jul-16,37.700001,38.18,37.619999,37.779999,37.779999,16904100
26-Jul-16,37.779999,38.27,37.599998,37.689999,37.689999,10279200
27-Jul-16,37.639999,37.689999,37.044998,37.220001,37.220001,8894200
28-Jul-16,37.400002,37.68,37.101002,37.220001,37.220001,5111300
29-Jul-16,37.41,37.48,36.860001,37.240002,37.240002,6841500
01-Aug-16,37.43,37.439999,36.900002,37.060001,37.060001,5473900
02-Aug-16,37.060001,37.084999,36.360001,36.540001,36.540001,5997700
03-Aug-16,36.59,36.740002,36.279999,36.580002,36.580002,7663800
04-Aug-16,36.82,37.389999,36.73,37.299999,37.299999,7507800
05-Aug-16,37.549999,38.150002,37.549999,38.099998,38.099998,7670400
08-Aug-16,38.189999,38.299999,37.650002,37.91,37.91,6101300
09-Aug-16,38.029999,38.139999,37.880001,38.099998,38.099998,5049100
10-Aug-16,38.02,38.244999,37.91,38.07,38.07,5546800
11-Aug-16,38.189999,38.490002,38.099998,38.459999,38.459999,5999400
12-Aug-16,38.299999,38.630001,38.099998,38.509998,38.509998,6527900
15-Aug-16,38.549999,38.650002,38.34,38.459999,38.459999,4548200
16-Aug-16,38.400002,38.529999,38.150002,38.380001,38.380001,6170800
17-Aug-16,38.41,38.459999,37.880001,38.139999,38.139999,5264000
18-Aug-16,38.07,38.375,37.93,38.220001,38.220001,3880600
19-Aug-16,38.02,38.18,37.895,38.09,38.09,5107900
22-Aug-16,37.93,38.200001,37.66,38.110001,38.110001,10704300
23-Aug-16,38.419998,38.43,37.799999,37.860001,37.860001,6066400
24-Aug-16,37.810001,37.950001,37.41,37.52,37.52,5914200
25-Aug-16,37.5,37.57,37.25,37.509998,37.509998,5132100
26-Aug-16,37.720001,37.84,37.380001,37.650002,37.650002,4177700
29-Aug-16,37.610001,37.650002,37.27,37.290001,37.290001,4780700
30-Aug-16,37.259998,37.52,36.985001,37,37,6873600
31-Aug-16,37,37.240002,36.84,37.150002,37.150002,7166300
01-Sep-16,37.27,37.32,36.580002,36.830002,36.830002,10412200
02-Sep-16,37.009998,37.125,36.299999,37.07,37.07,6726900
06-Sep-16,37.049999,37.650002,37.02,37.18,37.18,6416900
07-Sep-16,37.330002,38.580002,37.259998,38.560001,38.560001,10817700
08-Sep-16,38.650002,39.330002,38.500999,39.27,39.27,12037300
09-Sep-16,38.75,39.02,37.91,38.009998,38.009998,10747100
12-Sep-16,37.650002,38.84,37.540001,38.77,38.77,8635000
13-Sep-16,38.619999,40.330002,38.41,39.860001,39.860001,17924900
14-Sep-16,39.990002,40.279999,39.529999,39.959999,39.959999,13042100
15-Sep-16,40.310001,41.139999,39.869999,40.830002,40.830002,12702800
16-Sep-16,40.709999,40.880001,40.325001,40.700001,40.700001,11909400
19-Sep-16,40.240002,40.459999,39.75,40.009998,40.009998,7574500
20-Sep-16,40.299999,40.299999,39.669998,39.689999,39.689999,5563300
21-Sep-16,39.860001,40.389999,39.700001,40.290001,40.290001,5378400
22-Sep-16,40.419998,40.66,40.139999,40.490002,40.490002,5691000
23-Sep-16,39.599998,40.494999,39.599998,40.07,40.07,6234600
26-Sep-16,39.380001,40.509998,39.380001,40.34,40.34,9054400
27-Sep-16,40.040001,41.23,39.490002,41.060001,41.060001,8674100
28-Sep-16,41.150002,41.189999,40.209999,40.970001,40.970001,6751200
29-Sep-16,40.91,41.299999,40.360001,40.389999,40.389999,7953000
30-Sep-16,40.290001,41.049999,40.27,40.970001,40.970001,8685600
03-Oct-16,40.869999,41.200001,40.16,40.59,40.59,6925000
04-Oct-16,41.299999,41.299999,40.439999,40.779999,40.779999,5046600
05-Oct-16,40.950001,40.950001,40.400002,40.439999,40.439999,6128200
06-Oct-16,40.32,40.389999,39.860001,40.18,40.18,6312000
07-Oct-16,40.419998,40.419998,39.619999,39.880001,39.880001,6109900
10-Oct-16,40.130001,40.169998,39.59,39.860001,39.860001,6636700
11-Oct-16,40.029999,40.110001,38.959999,39.189999,39.189999,9955700
12-Oct-16,39.77,39.799999,39.299999,39.529999,39.529999,7039900
13-Oct-16,39.389999,39.400002,38.75,39.200001,39.200001,7865200
14-Oct-16,39.459999,39.889999,39.23,39.240002,39.240002,6647600
17-Oct-16,39.240002,39.619999,39.16,39.48,39.48,5279500
18-Oct-16,40,40.18,39.779999,39.830002,39.830002,5475900
19-Oct-16,39.970001,40.470001,39.84,40.240002,40.240002,6587700
20-Oct-16,40.23,40.290001,39.82,40.09,40.09,13337500
21-Oct-16,41.849998,44.240002,41.84,44.150002,44.150002,37554700
24-Oct-16,44,44.52,43.139999,43.869999,43.869999,19079000
25-Oct-16,43.66,44.07,43,43.310001,43.310001,9463900
26-Oct-16,43,43.209999,42.310001,42.330002,42.330002,10918800
27-Oct-16,42.549999,42.57,41.620998,41.689999,41.689999,9447300
28-Oct-16,41.98,41.98,41.07,41.759998,41.759998,11979200
31-Oct-16,41.779999,42,41.360001,41.66,41.66,7160000
01-Nov-16,41.68,42.294998,41.290001,41.540001,41.540001,9399000
02-Nov-16,41.43,41.57,41.080002,41.349998,41.349998,7920600
03-Nov-16,41.32,41.5,40.919998,41.189999,41.189999,6239900
04-Nov-16,40.299999,41.485001,40.299999,40.900002,40.900002,6541300
07-Nov-16,41.52,41.650002,41.060001,41.279999,41.279999,7904900
08-Nov-16,41.419998,42.150002,41.09,41.580002,41.580002,6968100
09-Nov-16,40.599998,41.470001,40.580002,41.259998,41.259998,9744400
10-Nov-16,41.900002,41.900002,39.580002,40.450001,40.450001,12097600
11-Nov-16,40.77,40.77,39.799999,40.080002,40.080002,10775700
14-Nov-16,40.400002,40.400002,38.450001,38.810001,38.810001,17877800
15-Nov-16,39.040001,39.48,38.900002,38.939999,38.939999,16037800
16-Nov-16,39.049999,39.209999,38.709999,39.07,39.07,12730900
17-Nov-16,39.119999,40.055,38.950001,39.880001,39.880001,9758500
18-Nov-16,40.080002,40.57,39.91,40.080002,40.080002,9521500
21-Nov-16,40.119999,40.77,40.116001,40.630001,40.630001,6667200
22-Nov-16,40.990002,41.099998,39.950001,40.330002,40.330002,7734700
23-Nov-16,40.310001,40.43,39.849998,40.049999,40.049999,5770600
25-Nov-16,40.400002,40.560001,39.990002,40.259998,40.259998,2324300
28-Nov-16,40.259998,40.490002,39.924999,39.959999,39.959999,4170600
29-Nov-16,40.07,40.360001,39.790001,39.889999,39.889999,5083700
30-Nov-16,40.099998,40.18,39.18,39.279999,39.279999,8420700
01-Dec-16,39.560001,39.68,38.18,38.34,38.34,11265600
02-Dec-16,38.34,38.75,38.060001,38.619999,38.619999,6335200
05-Dec-16,38.849998,39.34,38.650002,38.990002,38.990002,5053900
06-Dec-16,39.23,39.259998,38.709999,38.98,38.98,5954500
07-Dec-16,39.080002,39.459999,38.799999,39.450001,39.450001,7012000
08-Dec-16,39.68,40,39.450001,39.610001,39.610001,6102600
09-Dec-16,39.700001,39.790001,39.375,39.650002,39.650002,3923700
12-Dec-16,39.599998,39.900002,39.349998,39.43,39.43,4474500
13-Dec-16,39.549999,39.744999,39.389999,39.43,39.43,6385900
14-Dec-16,39.459999,39.889999,39.459999,39.549999,39.549999,4658700
15-Dec-16,39.799999,40.290001,39.349998,39.540001,39.540001,6418900
16-Dec-16,39.900002,39.900002,39.119999,39.32,39.32,9786300
19-Dec-16,39.400002,39.799999,39.110001,39.439999,39.439999,4268600
20-Dec-16,39.610001,39.740002,39.259998,39.740002,39.740002,3637200
21-Dec-16,39.84,40.740002,39.82,40.09,40.09,6768200
22-Dec-16,40.040001,40.09,39.540001,39.68,39.68,5065000
23-Dec-16,39.82,39.869999,39.48,39.580002,39.580002,3378100
27-Dec-16,39.5,40.080002,39.43,39.720001,39.720001,2660100
28-Dec-16,39.759998,40.029999,39.529999,39.57,39.57,3292400
29-Dec-16,39.540001,40.169998,39.540001,39.959999,39.959999,3708000
30-Dec-16,39.959999,40.07,39.34,39.470001,39.470001,5012100
03-Jan-17,40.290001,40.98,40,40.25,40.25,8247400
04-Jan-17,40.349998,41.029999,40.044998,41,41,6806400
05-Jan-17,41.43,41.720001,41.040001,41.060001,41.060001,6432000
06-Jan-17,41.240002,41.639999,40.790001,41.450001,41.450001,5586400
09-Jan-17,41.490002,41.509998,41.110001,41.400002,41.400002,3943900
10-Jan-17,41.400002,41.549999,41.07,41.080002,41.080002,4174900
11-Jan-17,41.23,41.380001,40.834999,41.279999,41.279999,4425300
12-Jan-17,41.279999,41.605,40.919998,41.560001,41.560001,3840500
13-Jan-17,41.650002,41.84,41.529999,41.599998,41.599998,3917700
17-Jan-17,41.599998,41.709999,41.200001,41.27,41.27,5932900
18-Jan-17,41.41,41.490002,41.110001,41.349998,41.349998,4706000
19-Jan-17,41.25,41.68,41.029999,41.27,41.27,4717600
20-Jan-17,41.389999,41.720001,41.299999,41.689999,41.689999,6868500
23-Jan-17,41.860001,42.110001,41.25,41.619999,41.619999,8497100
24-Jan-17,41.950001,42.040001,41.529999,41.959999,41.959999,6106500
25-Jan-17,42.360001,42.439999,41.66,41.709999,41.709999,8604000
26-Jan-17,42.360001,42.5,41.285,41.5,41.5,11838100
27-Jan-17,41,41.200001,39.919998,40.27,40.27,22749200
30-Jan-17,40.169998,40.27,39.419998,39.860001,39.860001,11486000
31-Jan-17,39.700001,40.009998,39.450001,39.779999,39.779999,9100100
